URI	rdf:type	skos:prefLabel	skos:altLabel	skos:hiddenLabel	skos:definition	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
1154	skos:Concept	Insurrection							PMB23420
1155	skos:Concept	Intensité d'un son					2206.0		EP345669
1157	skos:Concept	Intermède			C'est le nom générique de tout ce qui se trouve intercallé entre les actes d'un ouvrage dramatique, danses, couplets, etc. Les choeurs des tragiques grecs rentraient aussi dans ce genre. L'intermède était fort à la mode dans le siècle de Louis XIV. Molière dut en placer dans toutes celles de ses pièces qui furent jouées d'abord à la cour. Dans le siècle dernier, on donnait aussi le nom d'intermèdes aux petits opéras en un acte, tels que la Servante maîtresse, le Devin du village, etc. C'est l'Académie royale de Musique qui, tout en dérogeant jusqu'à l'opéra villageois ou comique, avait voulu sauver sa dignité en leur donnant ce titre inusité. Il n'y a plus aujourd'hui d'intermède dans ce sens, et le Philtre est qualifié d'opéra sur l'affiche, comme don Juan, Guillaume Tell, la Muette ou Robert le Diable.		981.0		EP346521;PMB1399
1158	skos:Concept	Intervalle superflu							
1159	skos:Concept	Interprétation							EP346323;PMB1400
1160	skos:Concept	Interprétation dramatique					37.0		EP345702
1161	skos:Concept	Interprète							EP346324
1162	skos:Concept	Intervalle			Rapport de deux sons inégaux, eu égard à leur degré d'élévation, par opposition à l'unisson qui est celui de deux sons égaux. Ces rapports sont appréciables par l'oreille, de même que celui de deux points confondus ou séparés dans l'espace, est appréciable par les yeux. L'intervalle est donc la distance qui existe entre un son et un autre son plus grave ou plus aigu, distance exprimée en musique par le nom que porte chacun de ces intervalles qui se mesurent en degrés de l'échelle diatonique, et c'est le nombre de ces degrés qui sert à nommer l'intervalle. Ainsi, l'on appelle seconde l'intervalle formé des deux sous les plus rapprochés, tierce celui qui se trouve compris entre deux sons séparés par un troisième, quarte celui qui renferme quatre sons, quinte celui qui en comprend cinq, et ainsi, à mesure que la distance s'accroît d'un son, sixte, septième, octave, neuvième, dixième, etc. Les intervalles peuvent être modifiés de différentes manières, selon que les sons dont ils se composent sont eux-mêmes modifiés par un bémol, un bécarre ou un dièse. De là leur classification en diminués, mineurs, majeurs et augmentés, termes qui expriment leurs différents degrés d'extension par rapport au mode ou à la tonalité.		1050.0		EP346031;PMB1401
1163	skos:Concept	Intervalle augmenté			L'intervalle naturel qui sépare deux notes étant altéré par un dièse ou un bémol, on dit qu'il est augmenté quand le signe qui l'altère augmente cet intervalle naturel. Les. harmonistes français du 18me siècle appelaient superflus les intervalles augmentés. Cette expression n'est pas rationnelle : il n'y a rien de superflu dans les éléments constitutifs d'un art.				
1164	skos:Concept	Intervalle diminué							
1165	skos:Concept	Intervalle juste							
1166	skos:Concept	Intervalle majeur							
1167	skos:Concept	Intervalle mineur							
1168	skos:Concept	Intervalle mixte							
1169	skos:Concept	Intonation			Action d'entonner. L'intonation peut être juste ou fausse, trop haute ou trop basse, trop forte ou trop faible, et alors le mot intonation, accompagné d'une épithète, s'entend de la manière d'entonner.		2293.0		EP346920;PMB1402
1170	skos:Concept	Introduction			Morceau de musique d'un mouvement grave, composé d'un petit nombre de phrases, souvent même de quelques mesures ou de quelques accords solennels destinés à annoncer le premier allegro d'une symphonie, d'une ouverture, d'une sonate ou de toute autre pièce instrumentale. L'ouverture d'lphigénie en Aulide, celle de la Flûte enchantée, commencent par une introduction. Quelques compositeurs dramatiques, donnant plus d'extension et un mouvement plus animé à l'introduction, lui on fait tenir la place de l'ouverture, dont elle n'a pourtant ni la forme, ni les développements. Lorsque la pièce étale en commençant un grand spectacle, lorsqu'elle débute par quelque pompe triomphale, par l'arrivée d'une foule innombrable, une entrée magnifique, quelque sacrifice solennel, quelque cérémonie auguste, quelque phénomène terrible de la nature, comme un naufrage, une tempête, tous ces objets sont si beaux, que le musicien peut les montrer d'abord sans les annoncer; il n'en frapperont pas davantage. C'est ainsi que Gluck a supprimé, dans Iphigénie en Tauride, l'ouverture proprement dite, pour y substituer la représentation du premier événement de la pièce. Son drame débute par le grand tableau du calme, d'une tempête qui lui succède, de la foudre qui éclate, de la mer soulevée, de la désolation d'Iphigénie. Cette manière de commencer un opéra est très-brillante. Il y a deux sortes d'introductions : la première est purement symphonique, nous en avons déjà parlé ; c'est l'ébauche d'une ouverture. L'introduction de la seconde espèce est faite, au contraire, pour captiver l'attention du spectateur au lever du rideau en lui présentant de magnifiques images, une action déjà liée et l'expression des sentiments, quand il ne s'attend qu'aux récits de l'exposition ; ces récits viendront ensuite, et on leur donnera tous les développements nécessaires pour l'instruire de ce qui s'est passé et de ce que l'on va faire.				
1171	skos:Concept	Introït			Prières que le prêtre dit aussitôt qu'il est monté à l'autel et qui sont chantées par le choeur au commencement des grandes messes en musique.				
1172	skos:Concept	Inventaire après décès					34.0		EP345990
1173	skos:Concept	Inventaire de fonds							EP346326
1174	skos:Concept	Inventaire de fonds musical							
1175	skos:Concept	Inventeur d'instrument de musique							EP346327
1176	skos:Concept	Invention de la croix							
1177	skos:Concept	Invention mécanique					892.0		EP346116
1178	skos:Concept	Ivoire							
1179	skos:Concept	Jacobites							PMB23444
1180	skos:Concept	Fête de saint Jacques							
1181	skos:Concept	Jacques le mineur							
1182	skos:Concept	Jardin							PMB1403
1183	skos:Concept	Jardinier							PMB1404
1184	skos:Concept	Fête de saint Jean							
1186	skos:Concept	Décollation de Saint Jean-baptiste (commémoration)							
1187	skos:Concept	Saint Jean-baptiste, nativité							
1188	skos:Concept	Jérémie							PMB1405
1189	skos:Concept	Jermata							
1190	skos:Concept	Jésuite							PMB1406
1191	skos:Concept	Jésus-Christ						Sur le nom de Jésus : O bone Jesu, O dulce nomen Jesu, O Domine Jesu : O dulcissime Jesu, Jesu lux, Jesu dux, Jesu mi suavissime, Jesu dulcissime Pastor, Jesu mi transfige, O Amor Jesu, Jesu nostra redemptio, Cor Jesu te laudamus (Sacré Coeur)	PMB1407
1192	skos:Concept	Jeu de clairon							
1193	skos:Concept	Jeu de cornet							
1194	skos:Concept	Jeu de cromorne							
1195	skos:Concept	Jeu de cymbale							
1196	skos:Concept	Jeu de flûte							
1197	skos:Concept	Jeu de foire							
1198	skos:Concept	Jeu de prestant							
1199	skos:Concept	Jeu de tierce							
1200	skos:Concept	Jeu de voix humaine							
1201	skos:Concept	Jeu en chamade							
1202	skos:Concept	Jeu musical							PMB1408
1203	skos:Concept	Jeudi							
1204	skos:Concept	Jeudi saint					2156.0		EP346866
1205	skos:Concept	Jolie							
1207	skos:Concept	Joueur de chalumeau							
1208	skos:Concept	Joueur de cithare							
1209	skos:Concept	Joueur de cornemuse							
1210	skos:Concept	Joueur de cromorne							
1211	skos:Concept	Joueur de fifre							
1212	skos:Concept	Joueur de musette					1152.0		EP346454
1213	skos:Concept	Joueur de serpent					1152.0		EP346455
1214	skos:Concept	Joueur de tambour					1152.0		EP346456;PMB1409
1215	skos:Concept	Joueur de trompette							PMB1410
1216	skos:Concept	Joueur de trompette marine							
1217	skos:Concept	Jour des défunts							
1218	skos:Concept	Jour des morts							
1219	skos:Concept	Journal							EP346328;PMB23442
1220	skos:Concept	Journal littéraire							
1221	skos:Concept	Journaliste							
1222	skos:Concept	Judith triomphante	Juditha triumphans						PMB23596;PMB23597
1224	skos:Concept	Justesse							
1225	skos:Concept	Kyrie			Mot grec qui signifie seigneur au vocatif, et par lequel commencent les messes en musique. On s'en sert souvent comme d'un substantif, ou comme si c'était le nom d'une pièce de musique. Voilà un beau Kyrie, un Kyrie bien travaillé.				
1226	skos:Concept	Lai			Petit poëme gaulois. Quoique nos vieux poètes ; français variassent en une infinité de formes les pièces de poésie qu'ils livraient à leurs lecteurs, ils adoptaient presque exclusivement la narration, s'oit qu'ils eussent à reproduire une anecdote, un bon mot, ou même à exprimer un sentiment. Ces formes, souvent bizarres, mais constantes pour chaque espèce, paraîtraient indiquerque chacune de ces pièces de poésie se conformait dans l'origine àun rhythme musical, à un air consacré, l'un au rondeau, l'autre au lai, celui-ci au chant royal, etc. On sait, en effet, que les poëmes des trouvères étaient chantés par des jongleurs, et accompagnés sur des instruments, le rebec ou violon , la rote ou vielle,par des ménétriers. L'usage dû chant était perdu ; -les pièces de poésie, quoique ayant cessé d'être chantées ou accompagnées des instruments, auront conservé leurs formes encore longtemps, jusqu'à ce que l'imitation, classique ayant prévalu, elle les ait fait tomber en désuétude. Parmi ces poésies, là plus ancienne paraît être le lai, emprunté aux bardes de l'Armorique. Marie de France, femme poète du treizième siècle, a composé, ou plutôt traduit plusieurs de ces anciens lais bretons. Les lais que nous a laissés Marie de France ne sont que des fabliaux ou contes, en vers de' huit syllabes. Plus tard, les poètes donnèrent:.au lai une forme nouvelle,qui consistait à intercaler, à des; distances régulières, de petits vers entre d'autres vers d'une mesure plus longue. Quand l'ordre adopté par le premier couplet changeait, c'est-à-dire quand ; on faisait tourner ou virer, selon l'expression d'alors, lesgrands vers en petits vers et les petits en longs,.la pièce devenait un virelai. .				
1227	skos:Concept	Laiton							
1229	skos:Concept	Lamentations de Jérémie			Élégies que l'on chante dans la semaine sainte : trois le mercredi, trois le jeudi, et trois autres le vendredi. Ordinairement, en Italie sur tout, on les exécute en plain-chant avec accompagnement de viole, de violoncelle et de piano, ou bien en musique figurée à une seule voix, ou avec choeur, ou à plusieurs voix. Le même nom sert à indiquer les différentes compositions.				PMB1412
1230	skos:Concept	Lamentations de Job							PMB23198
1231	skos:Concept	Langage							EP346333
1232	skos:Concept	Langue							EP346334
1233	skos:Concept	Langue allemande					1232.0		EP346335
1234	skos:Concept	Langue espagnole					1232.0		EP346336
1235	skos:Concept	Langue française					1232.0		EP346337
1236	skos:Concept	Langue italienne					1232.0		EP346338
1237	skos:Concept	Langue latine					1232.0		EP346339
1238	skos:Concept	Langue régionale					1232.0		EP346340
1239	skos:Concept	Langueur							
1240	skos:Concept	Larynx			Organe de la voix. Il est situé sur la ligne médiane du corps, à la partie supérieure et antérieure du cou. Il a la forme d'un cône tronqué et renversé qui surmonte la trachée-artère avec laquelle il communique. Le larynx livre passage à l'air, par l'acte de la respiration, et il lui imprime certaines modifications qui constituent la voix.				
1241	skos:Concept	Laudes							
1242	skos:Concept	Fête de saint Laurent							
1243	skos:Concept	Leçon			On désigne par ce mot tous les exercices qu'un maître prescrit à son élève, en lui enseignant à j ouer d'un instrument de musique. Les morceaux de musique imprimés sous le titre de leçons ne sont autre chose qu'un moyen de rappeler à l'élève les instructions du maître.				
1244	skos:Concept	Leçon de musique							
1245	skos:Concept	Leçon de ténèbres							EP346343;PMB1413
1246	skos:Concept	Leçon des morts							
1247	skos:Concept	Leçon paraphrasée					334.0		EP347082
1248	skos:Concept	Lecture à livre ouvert							
1249	skos:Concept	Lecture de la musique							
1250	skos:Concept	Lecture liturgique							
1251	skos:Concept	Legato			Quand ce mot se trouve en tête ou dans le courant d'un morceau de musique, il faut en lier les notes avec soin. S'il y a sempre legato, il faut conserver jusqu'à la fin le même genre d'exécution.		1780.0		EP346738
1252	skos:Concept	Lettre							
1253	skos:Concept	Lettre dédicatoire							
1254	skos:Concept	Lettre en vers							
1255	skos:Concept	Lettre liminaire							
1256	skos:Concept	Lettre pastorale							
1257	skos:Concept	Lettrine							
1258	skos:Concept	Liaison			Il y a liaison d'harmonie et liaison de chant. La liaison a lieu dans l'harmonie, lorsque celte harmonie procède par un tel progrès de sons fondamentaux, que quelques-uns des sons qui accompagnent celui qu'on quitte, demeurent et accompagnent celui où l'on passe. Il y a liaison dans les accords de la tonique et de la dominante, attendu que le même son sert de quinte à l'une, et d'octave à l'autre. Enfin, il y a liaison dissonante toutes les fois que la dissonance est préparée, puisque cette préparation elle-même n'est autre chose que la liaison. La liaison dans l'exécution instrumentale ou dans le chant a lieu toutes les fois qu'on passe deux ou plusieurs notes d'un seul coup d'archet, de langue ou de gosier, et se marque par un trait recourbé dont on couvre les notes qui doivent être liées ensemble.				
1259	skos:Concept	Libelle							EP346348
1260	skos:Concept	Libertinage							EP346349
1261	skos:Concept	Libraire musical							EP346350
1262	skos:Concept	Librairie							EP346351
1263	skos:Concept	Librairie musicale					1262.0		EP346352;PMB1414
1264	skos:Concept	Librettiste					176.0		EP345784;PMB1415
1265	skos:Concept	Lied							PMB1416
1266	skos:Concept	Ligature			Se disait anciennement d'un groupes de notes réunies sous un trait; la valeur de ces notes variait selon leurs positions et leur formes.				
1267	skos:Concept	Lira organizata							PMB22539
1268	skos:Concept	Litanies			On désignait autrefois par ce mot le Kyrie eleison. Aujourd'hui encore les litanies commencent par le Kyrie eleison, mais comme on fait suivre les invocations en l'honneur de la Vierge, des saints, etc., on les appelle litanies de la Vierge, des saints, etc.		1864.0		EP346786;PMB1417
1269	skos:Concept	Litanies de la Vierge Marie							PMB1418
1270	skos:Concept	Littérature							PMB1419
1271	skos:Concept	Littérature classique							PMB22664
1272	skos:Concept	Littérature latine							PMB24540
1273	skos:Concept	Liturgie							PMB1420
1274	skos:Concept	Liturgie catholique							EP346353
1275	skos:Concept	Liturgie de la vie religieuse					1625.0		EP346683
1276	skos:Concept	Liturgie des morts					1625.0		EP346686
1277	skos:Concept	Liturgie gallicane							
1278	skos:Concept	Liturgie protestante							
1279	skos:Concept	Livre							
1280	skos:Concept	Livre de choeur					1975.0		EP346821
1281	skos:Concept	Livre de messe							
1282	skos:Concept	Livre d'orgue					1975.0		EP346822
1283	skos:Concept	Livre liturgique					1284.0		EP346360
1284	skos:Concept	Livre religieux							EP346356
1285	skos:Concept	Livret							EP346369;PMB1421
1286	skos:Concept	Livret d'histoire sacrée					1285.0		EP346370
1287	skos:Concept	Location							
1288	skos:Concept	Longue			C'était une note qui, dans la musique ancienne, valait quatre mesures ; dans le mode mineur parfait elle avait la valeur de trois brèves, et dans le mode mineur imparfait, de deux.				
1289	skos:Concept	Louange							
1291	skos:Concept	Loure			Nom que l'on donnait anciennement à une espèce de cornemuse.		52.0		EP345747
1292	skos:Concept	Louré							
1293	skos:Concept	Fête de saint Luc							
1294	skos:Concept	Lumière de tuyau							
1295	skos:Concept	Lumières							PMB1422
1296	skos:Concept	Lundi							
1297	skos:Concept	Lundi de pâques							
1298	skos:Concept	Luth			Instrument très-cultivé autrefois, et dont on ne joue plus depuis un siècle. La guitare et la harpe l'ont fait délaisser. Il était monté de vingt-quatre cordes sur un corps arrondi en dessous, en forme de tortue, et ressemblant à celui de la mandoline, qui en était le diminutif. Ces vingt-quatre cordes composaient treize groupes ; son manche était large et renversé dans son extrémité. Huit de ces cordes, placées en dehors du manche, ne se touchaient qu'à vide. Comme la lyre antique, le luth, en cessant de servir aux musiciens, a laissé son nom aux poètes, qui le font figurer souvent dans leurs stances, et même dans l'épopée.				PMB1423
1299	skos:Concept	Luth de basse							
1300	skos:Concept	Luth théorbé							
1301	skos:Concept	Lutherie							EP346373;PMB1424
1302	skos:Concept	Luthier			Artiste qui fait des violons, des violes, des violoncelles, des contre-basses, des guitares. Ce nom, qui signifie facteur de luths, est resté par synecdoche à ces sortes d'artistes, parce qu'autrefois le luth était l'instrument le plus commun et le plus répandu.		883.0		EP346094;PMB1425
1303	skos:Concept	Luthiste			Musicien qui joue du luth.		1152.0		EP346457;PMB1426
1304	skos:Concept	Lyon. académie des sciences, belles lettres et arts							PMB23221
1305	skos:Concept	Lyon. archives municipales							PMB23166
1306	skos:Concept	Lyre			Instrument de musique, de forme triangulaire, dont la mythologie attribua l'invention à Mercure. Quelques auteurs ont accordé tour à tour l'honneur de sa découverte à Orphée, à Amphion, à Apollon, à Polymnice. D'autres ont dit que c'était une écaille de tortue, qu'Hercule vida, perça, et monta de cordes de boyaux, au son desquels il accordait sa voix. La lyre a beaucoup varié par le nombre de ses cordes ; celle d'Olympe et de Therpandre n'en avait que trois. L'addition d'une quatrième rendit letétracorde complet. Pollux attribue aux Scythes, l'invention du pentacorde. L'heptacordefut la lyre le plus en usage et la plus célèbre. Simonide ajouta une huitième corde, pour produire l'octave; et, plus tard, Timothée de Milet, contemporain de Philippe et d'Alexandre, multiplia les cordes jusqu'à douze. On les touchait de trois manières, ou en les pinçant avec les doigts, ou en les frappant avec le plectrum, espèce de baguette d'ivoire ou de bois poli, ou en pinçant les cordes de la main gauche, tandis qu'on les frappait de la droite armée du plectrum. Les anciens monuments représentent des lyres de différentes formes, montées depuis trois cordes jusqu'à vingt. Cette dernière ne servait, dit-on, que pour célébrer les dieux et les héros. On a essayé de faire revivre cet instrument, en lui donnant le manche de la guitare à six cordes. Sa forme élégante et pittoresque avait d'abord tenté nos belles musiciennes ; mais on est revenu à la guitare, qui est plus commode à tenir, et dont l'harmonie estplus pleine et plus agréable. La lyre et luth retentiront encore longtemps dans les oeuvres des poètes, quoique les progrès de l'art musical les aient condamnés à un éternel silence. Le violon a fait disparaître tous ces instruments imparfaits, qui n'étaient, en quelque sorte, que les essais des facteurs et des musiciens, les uns préludant à l'art de la lutherie, et les autres à celui de charmer l'oreille.				PMB1427
1307	skos:Concept	Machine							PMB23355
1308	skos:Concept	Machinerie					691.0		EP345939
1309	skos:Concept	Machines							EP346374
1310	skos:Concept	Machiniste							EP346375
1311	skos:Concept	Madrigal			Sorte de pièce de musique travaillée et savante, qui était fort à la mode en Italie au seizième siècle. Les madrigaux se composaient pour les voix, à trois, quatre, cinq, six et même sept parties, toutes obligées, à cause des imitations et dessins dont ces pièces étaient remplies. Le style madrigalesque tient de la fugue, sans lui ressembler entièrement. La différence la plus essentielle consiste en ce que, même dans les madrigaux à voix seule, qui sont les plus sévères de tous, on prend des licences que la fugue proprement dite ne comporte pas. On donnne au chant des tournures légères et animées, et l'on suit le sentiment et l'expression des paroles, ce qui ne s'observe pas dans la fugue. La composition des madrigaux remonte à la plus haute antiquité. Les maîtres de l'école flamande s'y sont distingués; mais les auteurs qui ont atteint la perfection de ce genre sont : Adrien Willaërt, Palestrina, Luca Marenzino, Monteverbe, le prince de Venouse, enfin A. Scarlatti. Lotti, B. Marcello, Durante, Steffani ont excellé dans le madrigal accompagné, qui comporte plus de liberté que l'autre, à cause de la basse continue qu'on y ajoutait, mais qui exige, à raison de cela beaucoup plus d'expression.		49.0		EP346616;PMB1428
1312	skos:Concept	Madrigal poétique							
1313	skos:Concept	Madrigal spirituel							PMB1429
1314	skos:Concept	Magnificat			Nom d'un morceau de chant, dont les paroles ont été tirées du premier chapitre de saint Luc, et qui, dans la traduction latine commence ainsi : magnificat anima mea Dominum.				EP346376;PMB1430
1315	skos:Concept	Magnificat instrumental							PMB1431
1316	skos:Concept	Maison princière							PMB23330
1317	skos:Concept	Maison religieuse							EP346377;PMB1432
1318	skos:Concept	Maître à chanter					1878.0		EP488890
1320	skos:Concept	Maître à danser							EP346380;PMB22976
1321	skos:Concept	Maître de ballet							EP346381
1322	skos:Concept	Maître de chapelle			Celui qui est chargé de diriger le chant dans une église et de former les enfants de choeurs. Ce terme signifie également, en Italie, un maître de musique.		1494.0		EP346489;PMB1433
1323	skos:Concept	Maître de musique			Musicien gagé pour composer de la musique ou la faire exécuter. C'est le maître de musique qui bat la mesure et dirige les musiciens. Il doit savoir la composition, quoiqu'il ne compose pas toujours la musique qu'il fait exécuter. On donne encore le nom de maître de musique au chef de la musique d'un régiment. Il fait partie de l'état-major, et a le rang d'officier.				EP346382
1324	skos:Concept	Maîtrise			Logement réservé au maître de musique d'une cathédrale, et dans lequel un certain nombre de jeunes gens sont entretenus aux frais du chapitre, pour y recevoir une bonne éducation musicale, et être employés en même temps au service religieux comme enfants de choeur. Quand on songe à l'état de décadence dans lequel les maîtrises sont progressivement tombées dans notre pays, on n'est plus surpris que le goût et l'intelligence de l'art musical se perdent peu à peu dans nos provinces. Les bienfaits du Conservatoire ne s'étendent pas au-delà de l'enceinte de Paris ; tandis que, placées sur tous les points du royaume, les maîtrises offraient le moyen de recueillir et de cultiver les grands talents et les belles voix dans les lieux mêmes où la nature se plaisait à les produire. Depuis leur suppression presque totale, la pépinière des bons musiciens n'existe plus; l'art dégénère et languit dans nos départements. L'école de musique religieuse classique fondée en 1853 par M. Niedermeyer, quelque utile qu'elle soit, remplace difficilement les maîtrises qui s'étendaient sur toute la surface de notre pays catholique.		822.0		EP346064;PMB1434
1325	skos:Concept	Maîtrisien							
1326	skos:Concept	Manche			Pièce de bois collée à l'extrémité du corps de certains instruments à cordes, tels que le violon, le violoncelle, la guitare. Le manche sert à tenir l'instrument, porte les cordes et les chevilles, et c'est en posant les doigts sur ces cordes et en les pressant contre le manche, que l'on forme les différents tons.				
1327	skos:Concept	Mandoline			Instrument de musique plus petit que le luth et de la même forme. Il s'accorde comme le violon, avec cette différence, que ses cordes sont de laiton et doubles. On en joue avec un petit morceau d'écorce de cerisier ou un bout de plume taillé comme un cure-dent plat. Le timbre de la mandoline est d'une finesse mordante qui la rend très-propre à accompagner les chants d'amour. Il y avait deux espèces de mandolines, l'une se nommait mandoline milanaise qui avait cinq rangs de cordes et la mandoline napolitaine qui n'en portait que quatre rangs. Le plus élevé avait des cordes en boyaux, le second des cordes d'acier, le troisième des cordes de cuivre tordu et le quatrième des cordes en boyaux recouvertes de fils d'argent.				PMB1435
1328	skos:Concept	Mandore							PMB22631
1329	skos:Concept	Manécanterie							PMB1436
1330	skos:Concept	Manicordion							
1331	skos:Concept	Manière							
1332	skos:Concept	Manifestation musicale							PMB24541
1333	skos:Concept	Manuel							PMB23279
1334	skos:Concept	Manuscrit					706.0		EP345957;PMB23353
1335	skos:Concept	Manuscrit autographe					1334.0		EP345958
1336	skos:Concept	Fête de saint Marc							
1337	skos:Concept	Marchand de musique							EP346386
1338	skos:Concept	Marchand d'instruments de musique					883.0		EP346095
1339	skos:Concept	Marchand papetier							
1340	skos:Concept	Marche			Morceau de musique, composé pour être exécuté par un grand nombre d'instruments, pendant la marche d'une troupe militaire ou d'un cortége nombreux, et servant à régler le pas de ceux qui le composent. La marche est plus particulièrement du domaine de la musique militaire que de l'orchestre complet. Cependant on introduit souvent des marches dans les compositions dramatiques. Brillante et légère dans le style martial, majestueuse et solennelle dans le style religieux, triste et gémissante pour les pompes funèbres, la marche prend divers caractères, selon que sa destination change. La mesure de la marche est ordinairement à deux temps, et son mouvement allégro maestoso. Quelques marches religieuses d'un mouvement très-lent sont à trois temps. Dans le style militaire on distingue deux sortes de marches, savoir : la marche dont la mesure et le temps marquent le pas ordinaire, et la marche double, dont la mesure et les temps sont doublés ; son mouvement est du double plus rapide que celui de la marche. Une belle marche, exécutée par d'excellents musiciens, annonce d'une manière brillante la troupe qui va défiler sous les armes. Ces accents belliqueux, cette harmonie éclatante s'unissent admirablement aux idées qu'inspire l'appareil militaire. On croit assister aux anciens tournois. L'imagination nous transporte aux fêtes triomphales de la Grèce et de Rome. Mais laissons la musique guerrière pour nous occuper de la scène dramatique, où la marche paraît avec les plus grands avantages. Elle y prend une couleur différente, selon le temps et le lieu où se passe l'action scénique. Au théâtre, la marche se réunit souvent au choeur, et beaucoup de choeurs dramatiques, tels que ceux de la Vestale : De lauriers couvrons les chemins ; Périsse la vestale impie ! sont dessinés en marches. On appelle aussi marche un mouvement symétrique et régulier des diverses parties de l'harmonie.		1796.0		EP346572;PMB1437
1341	skos:Concept	Marche funèbre							PMB1438
1342	skos:Concept	Marche harmonique							
1343	skos:Concept	Marche militaire							PMB1439
1344	skos:Concept	Marche modulante							
1345	skos:Concept	Mardi							
1346	skos:Concept	Mardi de pâques							
1347	skos:Concept	Maréchal de France							PMB23433
1349	skos:Concept	Mariage					1275.0		EP346685;PMB23637
1350	skos:Concept	Marie							EP346392
1352	skos:Concept	Marionnettes					2246.0		EP346886
1353	skos:Concept	Marque du papier					1696.0		EP345963
1354	skos:Concept	Marqueterie							
1355	skos:Concept	Marteau de cloche							
1356	skos:Concept	Fête de saint Martin							
1357	skos:Concept	Martyr							PMB1441
1358	skos:Concept	Mascarade					1615.0		EP346534;PMB1442
1359	skos:Concept	Masque					691.0		EP345940;PMB1443
1360	skos:Concept	Matériau							
1361	skos:Concept	Mathématiques							EP346396
1362	skos:Concept	Matines							EP346400
1363	skos:Concept	Fête de saint Matthias							
1364	skos:Concept	Fête de saint Matthieu							
1365	skos:Concept	Mazarinade					1690.0		EP346715
1366	skos:Concept	Mécanique							
1367	skos:Concept	Mécanique d'un instrument					1177.0		EP346117
1368	skos:Concept	Mécénat					2480.0		EP347004;PMB1444
1369	skos:Concept	Mécène							EP346401
1370	skos:Concept	Méditation poétique							
1371	skos:Concept	Méditations							PMB22666
1372	skos:Concept	Mélanges					1975.0		EP346823
1373	skos:Concept	Mélodie							EP346402;PMB1445
1374	skos:Concept	Mélodrame					1516.0		EP346527;PMB1446
1375	skos:Concept	Mélomane							EP346403
1376	skos:Concept	Membrane vibrante							
1377	skos:Concept	Mémoire							
1378	skos:Concept	Mémoires							EP346404;PMB23425
1379	skos:Concept	Memona							
1380	skos:Concept	Ménestrandise							EP346405
1381	skos:Concept	Ménestrel							PMB22906
1382	skos:Concept	Ménétrier					1476.0		EP346468;PMB1447
1383	skos:Concept	Menuet					52.0		EP345748
1384	skos:Concept	Menuet instrumental							PMB1448
1385	skos:Concept	Menuet vocal					49.0		EP346617
1386	skos:Concept	Mercredi							
1387	skos:Concept	Mercredi des cendres							
1388	skos:Concept	Mercredi saint							
1389	skos:Concept	Merveilleux					1830.0		EP346772;PMB23366
1390	skos:Concept	Message politique							
1391	skos:Concept	Messe			Composition musicale, en plusieurs morceaux détachés, que l'on chante dans les églises catholiques pendant le saint sacrifice de la Messe. Les paroles de la Messe sont fort belles et favorables au langage varié de la musique ; elles fournissent des contrastes dont un compositeur habile sait tirer parti. Le Kyrie est une prière affectueuse, le Gloria s'ouvre par un chant éclatant, le Credo, majestueux d'abord, passe de l'expression d'un sentiment tendre à celle d'une profonde tristesse. Les effets bruyants du Resurrexit contrastent avec l'abattement de la douleur ; la trompette du Jugement fait entendre ensuite ses accents terribles et solennels, et le discours musical a pour péroraison un final brillant et rapide dans l'Et Vitam, ordinairement traité en fugue; le Sanctus et l'Agnus Dei, sont deux prières ; l'un a le caractère imposant, l'autre est d'une expresssion suave et tendre. Parmi nos compositeurs modernes, les messes de Lesueur et Chérubini sont justement admirées. La Messe des morts se compose ordinairement de sept parties.		1625.0		EP346690;PMB1449
1392	skos:Concept	Messe a cappella							
1393	skos:Concept	Messe basse					1391.0		EP346692
1394	skos:Concept	Messe brève							
1395	skos:Concept	Messe concertante							
1396	skos:Concept	Messe de la Sainte Croix							
1397	skos:Concept	Messe de requiem							EP346406
1398	skos:Concept	Messe de Te Deum							
1399	skos:Concept	Messe des morts					1276.0		EP346688
1400	skos:Concept	Messe d'orgue							
1401	skos:Concept	Messe du Saint-Esprit							
1402	skos:Concept	Messe en musique					1544.0		EP346630
1403	skos:Concept	Messe en plain-chant					1402.0		EP346631
1404	skos:Concept	Messe en symphonie					1402.0		EP346632
1405	skos:Concept	Messe haute							
1406	skos:Concept	Messe instrumentale							PMB1450
1407	skos:Concept	Messe polyphonique					1402.0		EP346633
1408	skos:Concept	Messe pour les défunts							
1409	skos:Concept	Messe rouge							
1410	skos:Concept	Messe solennelle					1391.0		EP346693
1411	skos:Concept	Mesure			Règle qui établit le rapport des sons entre eux, quant à leur durée. (Voyez TEMPS.)		1425.0		EP345717
1412	skos:Concept	Mesure à l'antique							EP346408
1413	skos:Concept	Mesure et rythme							PMB1451
1414	skos:Concept	Métal							
1415	skos:Concept	Métaphysique							PMB23584
1416	skos:Concept	Méthode			Se dit également de la manière d'exécuter.				PMB23283
1417	skos:Concept	Méthode de chant					1683.0		EP346708
1418	skos:Concept	Méthode de composition					1683.0		EP346709
1419	skos:Concept	Méthode de jeu							EP346409
1420	skos:Concept	Méthode de musique							
1421	skos:Concept	Méthode d'enseignement							EP346411
1422	skos:Concept	Méthode instrumentale					1683.0		EP346710
1423	skos:Concept	Méthode vocale							
1424	skos:Concept	Métier							PMB23413
